File,Size_GB,Duration_min,Video_Codec,Resolution,Video_Bitrate_kbps,Audio_Codec,Audio_Channels,Audio_Bitrate_kbps,Quality_Score,Recommendation,Notes
"/mnt/media/legacy-media/Movies/Star Wars Episode I The Phantom Menace (1999)/Star Wars Episode I The Phantom Menace (1999).mkv",15.17,136.1,AVC,1920x818,14000,DTSAC-3AC-3,622,1509000224000224,70,KEEP,"H.264/AVC codec. 720p. ★ Excellent bitrate. Unknown audio (DTSAC-3AC-3). 622ch surround. ✓ KEEP - Good quality"
"/mnt/media/legacy-media/Movies/Star Wars Episode IV A New Hope (1977)/Star Wars Episode IV A New Hope (1977).mkv",9.83,124.7,AVC,1920x816,9010,DTSDTS,66,7680001509,65,KEEP,"H.264/AVC codec. 720p. Good bitrate. Unknown audio (DTSDTS). 66ch surround. ✓ KEEP - Good quality"
"/mnt/media/legacy-media/Movies/Star Wars Episode V The Empire Strikes Back (1980)/Star Wars Episode V The Empire Strikes Back (1980).mkv",10.12,127.3,AVC,1920x818,9881,DTS,6,1509,75,KEEP,"H.264/AVC codec. 720p. Good bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/Movies/Star Wars Episode VI Return of the Jedi (1983)/Star Wars Episode VI Return of the Jedi (1983).mkv",9.83,134.7,AVC,1920x824,8940,DTS,6,1509,75,KEEP,"H.264/AVC codec. 720p. Good bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/Movies/The Imitation Game (2014)/The Imitation Game (2014).mkv",7.65,114.2,AVC,1920x800,8080,DTS,6,1509,75,KEEP,"H.264/AVC codec. 720p. Good bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/Movies/The Parent Trap (1998)/The Parent Trap (1998).mkv",4.01,128.2,AVC,1280x692,4010,AC-3,6,384,40,RE-RIP,"H.264/AVC codec. ⚠ 480p/DVD quality. Standard Dolby audio. 6ch surround. ✗ RE-RIP - Buy and rip from Blu-ray"
"/mnt/media/legacy-media/Movies/The Princess Diaries (2001)/The Princess Diaries (2001).mp4",.87,111.8,AVC,1280x720,1053,AAC,2,64,45,MAYBE,"H.264/AVC codec. 720p. ⚠ Low bitrate for 720p. ⚠ Compressed audio only. 2ch audio. ? MAYBE - Acceptable but not ideal"
"/mnt/media/legacy-media/Movies/The Sound Of Music (1965)/The Sound Of Music (1965).mkv",10.37,174.7,AVC,1280x576,2700,DTSDTSDTSDTSAC-3AC-3DTSAC-3AC-3AC-3,6666666622,754500768000768000768000448000448000768000448000224000224,35,RE-RIP,"H.264/AVC codec. ⚠ 480p/DVD quality. Unknown audio (DTSDTSDTSDTSAC-3AC-3DTSAC-3AC-3AC-3). 6666666622ch surround. ✗ RE-RIP - Buy and rip from Blu-ray"
"/mnt/media/legacy-media/Movies/The Theory of Everything (2014)/The Theory of Everything (2014).mkv",8.74,123.4,AVC,1920x800,8635,DTS,6,1509,75,KEEP,"H.264/AVC codec. 720p. Good bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/Movies/The.Silence.Of.The.Lambs.1991.BluRay-NoGroup/wmt-silencelambs-1080.mkv",8.74,118.5,AVC,1920x1040,9914,AC-3,6,640,70,KEEP,"H.264/AVC codec. 720p. Good bitrate. Standard Dolby audio. 6ch surround. ✓ KEEP - Good quality"
"/mnt/media/legacy-media/Movies/The.Usual.Suspects.1995.1080p.Bluray.X264/The.Usual.Suspects.1995.1080p.Bluray.X264.mkv",8.44,106.0,AVC,1920x816,10000,DTS,6,1509,80,KEEP,"H.264/AVC codec. 720p. ★ Excellent bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/Movies/rep-starwarstheforceawakens.720p.bluray.x264/rep-starwarstheforceawakens.720p.bluray.x264.mkv",6.56,138.1,AVC,1280x536,5290,DTS,6,1509,45,MAYBE,"H.264/AVC codec. ⚠ 480p/DVD quality. High-quality audio (DTS). 6ch surround. ? MAYBE - Acceptable but not ideal"
"/mnt/media/legacy-media/Movies/sterne dts 1080p x264-Pate/sterne dts 1080p x264-Pate.mkv",15.70,132.0,AVC,1920x800,13657,DTSDTS,66,15097501509,70,KEEP,"H.264/AVC codec. 720p. ★ Excellent bitrate. Unknown audio (DTSDTS). 66ch surround. ✓ KEEP - Good quality"
"/mnt/media/legacy-media/old-downloads/Alien.3.1992.1080p.DC.BluRay.DTS-HD.x264-BARC0DE/Alien.3.1992.1080p.DC.BluRay.DTS-HD.x264-BARC0DE.mkv",14.38,144.8,AVC,1920x808,N/A,DTS,6,N/A,60,KEEP,"H.264/AVC codec. 720p. High-quality audio (DTS). 6ch surround. ✓ KEEP - Good quality"
"/mnt/media/legacy-media/old-downloads/Aliens.1986.Directors.Cut.iNTERNAL.CRF.1080p.BluRay.x264-MOOVEE/Aliens.1986.Directors.Cut.iNTERNAL.CRF.1080p.BluRay.x264-MOOVEE.mkv",15.34,154.4,AVC,1920x1040,12429,DTS,6,1509,80,KEEP,"H.264/AVC codec. 720p. ★ Excellent bitrate. High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
"/mnt/media/legacy-media/old-downloads/Game Of Thrones S01/Game of Thrones - S01E01 - Winter Is Coming.mkv",1.99,61.6,HEVC,1920x1080,3112,DTS,6,1509,80,KEEP,"Modern HEVC codec. 1080p. ⚠⚠ LOW BITRATE for 1080p (3112kbps). High-quality audio (DTS). 6ch surround. ✓ KEEP - Excellent for home theater"
